Name	Set	ImageFile	Errata	Restricted	Cycle	Pack	Release Order	Edition	Unique	Faction	Type	SubType	Cost	Terror	Combat	Arcane	Investigation	Skill	Text
Ritual of Exclusion	REV	Rev093			Revelations	Unspeakable Pages	,10-5-093	LCG		Silver Twilight	Support	 Ritual.	2						Response: After a character is returned to a player's hand, place a success token on Ritual of Exclusion. Action: Exhaust and discard Ritual of Exclusion to choose and return up to X character cards from your discard pile to your hand. X is equal to the number of success tokens on Ritual of Exclusion.
Magical Theorist	REV	Rev094			Revelations	Unspeakable Pages	,10-5-094	LCG		Silver Twilight	Character	 Independent.	3			1	1	2	Lower the cost to play Ritual and Spell cards by 1 (to a minimum of 1). Action: Exhaust Magical Theorist to add X success tokens to a Ritual support card. X is equal to the number of Tome support cards in play.
The Necronomicon, John Dee Translation	REV	Rev095			Revelations	Unspeakable Pages	,10-5-095	LCG	*	Silver Twilight	Support	Tome. Relic. Attachment.	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Action: If you have fewer cards in your hand than each opponent, return attached character to your hand and shuffle The Necronomicon into your deck to have each opponent choose a character he controls and return it to his hand.
Inside Man	REV	Rev096			Revelations	Unspeakable Pages	,10-5-096	LCG		Syndicate	Character	 Criminal.	2				1	1	Response: After Inside Man exhausts, reveal the top 3 cards of a player's deck. Then, put those cards back on top of that deck in any order.
On The Run	REV	Rev097			Revelations	Unspeakable Pages	,10-5-097	LCG		Syndicate	Event		3						Action: Choose a story. Characters cannot commit to that story this phase. Any characters committed to that story are uncommitted.
Tindalos Alpha	REV	Rev098			Revelations	Unspeakable Pages	,10-5-098	LCG		Yog-Sothoth	Character	 Independent.	4	1	2			3	Disrupt: When Tindalos Alpha would leave play, instead put it on the bottom of your deck. Then, return the top 2 cards of your discard pile to your hand.
The Necronomicon, Theodorus Philetas Translation	REV	Rev099			Revelations	Unspeakable Pages	,10-5-099	LCG	*	Yog-Sothoth	Support	Tome. Relic. Attachment.	2						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Response: After you succeed at a story, sacrifice attached character and shuffle The Necronomicon back into your deck to have each opponent discard 5 cards from the top of his deck.
Pulled from the Beyond	REV	Rev100			Revelations	Unspeakable Pages	,10-5-100	LCG		Yog-Sothoth	Event	 Spell.	X						Action: Choose a non-event card in an opponent's discard pile with cost X or lower. Put that card into play under your control. If that card is still in play at the end of the phase, discard it.
Elena Belskaia, Always Prepared	REV	Rev101-E	E		Revelations	Touched by the Abyss	,10-6-101	LCG	*	Agency	Character	 Government.	3			1	1	3	Action: Discard 2 cards from your hand. Then, draw 1 card. Limit once per turn.
Shadow War	REV	Rev102.png			Revelations	Touched by the Abyss	,10-6-102	LCG		Agency	Conspiracy		0						If you win this conspiracy, wound any number of Cultist, Monster, and Servitor characters in play.
The Necronomicon, Simon Translation	REV	Rev103			Revelations	Touched by the Abyss	,10-6-103	LCG	*	Agency	Support	Tome. Relic. Attachment.	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Response: After you win a C struggle at a story where attached character is committed, sacrifice attached character and shuffle The Necronomicon back into your deck to wound each character committed to each story with skill lower than attached character.
Ancient Plans	REV	Rev104.png			Revelations	Touched by the Abyss	,10-6-104	LCG		Cthulhu	Conspiracy		1						If you win this conspiracy, search your deck for an Ancient One character and put it into play.
Naaginn	REV	Rev105			Revelations	Touched by the Abyss	,10-6-105	LCG		Cthulhu	Character	 Serpent.	2	1				2	Response: After a support card is destroyed, put Naaginn into play from your discard pile.
The Marked	REV	Rev106			Revelations	Touched by the Abyss	,10-6-106	LCG		Hastur	Character	Cultist. Lunatic.	3			1		1	Non-Ancient One characters lose all T icons. Disrupt: If you control 2 or more insane characters, drive The Marked insane to cancel a character ability just triggered. Then, that character goes insane.
In The Court of the Dragon	REV	Rev107.png			Revelations	Touched by the Abyss	,10-6-107	LCG		Hastur	Conspiracy		0						If you win this conspiracy, take control of each insane character in play.
The Necronomicon, Petrus de Dacia Translation	REV	Rev108			Revelations	Touched by the Abyss	,10-6-108	LCG	*	Hastur	Support	Tome. Relic. Attachment.	2						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Disrupt: When attached character would become insane, shuffle The Necronomicon into your deck to make each character with lower skill than the attached character also go insane.
Surprising Find	REV	Rev109			Revelations	Touched by the Abyss	,10-6-109	LCG		Miskatonic University	Event		0						Response: After an opponent draws 1 or more cards, draw the top 3 cards from your deck. Then, place 2 cards from your hand on top of your deck.
Faculty Advisor	REV	Rev110			Revelations	Touched by the Abyss	,10-6-110	LCG		Miskatonic University	Character	 Faculty.	1			1		1	Disrupt: If a Student character would be wounded or made insane, instead sacrifice Faculty Advisor. Then, draw 1 card.
Arthur Todd, Possessed and Typhlotic	REV	Rev111			Revelations	Touched by the Abyss	,10-6-111	LCG	*	Shub-Niggurath	Character	 Servitor.	3	1		2		2	Action: Sacrifice Arthur Todd to reduce the cost of the next [Shub-Niggurath] character you play this phase by 5 (to a minimum of 1).
The Necronomicon, Olaus Wormius Translation	REV	Rev112-E	E		Revelations	Touched by the Abyss	,10-6-112	LCG	*	Shub-Niggurath	Support	Tome. Relic. Attachment.	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Action: Sacrifice attached character and shuffle The Necronomicon into your deck to put into play all characters from your discard pile with less skill than the attached character.
Lord of the Woods, Avatar of Shub-Niggurath	REV	Rev113			Revelations	Touched by the Abyss	,10-6-113	LCG	*	Shub-Niggurath	Character	 Servitor.	5	2	2	1		5	Invulnerability. Villainous. Action: Sacrifice a Tome card to destroy Lord of the Woods. Any player may trigger this effect.
Adept of the Second Order	REV	Rev114			Revelations	Touched by the Abyss	,10-6-114	LCG		Silver Twilight	Character	 Lodge.	3			3	1	3	Response: After a character is put into play through a card effect, choose and ready a Lodge character.
From the First Degree to the Last	REV	Rev115.png			Revelations	Touched by the Abyss	,10-6-115	LCG		Silver Twilight	Conspiracy		1						If you win this conspiracy, choose any number of conspiracies or stories. Return each character committed to those stories or conspiracies to its owner's hand.
Street Tough	REV	Rev116			Revelations	Touched by the Abyss	,10-6-116	LCG		Syndicate	Character	 Criminal.	2		1			0	Action: Pay 1 to choose a non-Ancient One character. That character gets –2 skill until the end of the phase. Then, Street Tough gets +2 skill until the end of the phase.
The Necronomicon, George Hay Translation	REV	Rev117			Revelations	Touched by the Abyss	,10-6-117	LCG	*	Syndicate	Support	Tome. Relic. Attachment.	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Action: Sacrifice attached character and shuffle The Necronomicon back into your deck to exhaust all characters with lower skill than attached character.
The Night Job	REV	Rev118.png			Revelations	Touched by the Abyss	,10-6-118	LCG		Syndicate	Conspiracy		0						If you win this conspirary, restore and ready any number of characters. Then, choose and exhaust 1 character for each character readied in this way. Those characters do not ready during the next refresh phase.
The Grand Design	REV	Rev119.png			Revelations	Touched by the Abyss	,10-6-119	LCG		Yog-Sothoth	Conspiracy		0						Characters with Elder Thing in their name can commit to this conspiracy while exhausted. If you win this conspiracy, return the top X cards from your discard pile to your hand. X is the number of cards in your hand.
Pushed into the Beyond	REV	Rev120			Revelations	Touched by the Abyss	,10-6-120	LCG		Yog-Sothoth	Event	 Spell.	X						Action: Choose a character card in play with cost X or lower. Then, shuffle that card into its owner's deck.
Board of Trustees, Overseeing the Future	SOK	Sok001			Seekers of Knowledge	Deluxe 03	,11-001	LCG	*	Miskatonic University	Character	 Independent.	4			2	2	5	Willpower. Invulnerability. While Board of Trustees is ready, Student characters gain Willpower. While Board of Trustees is exhausted, Faculty characters gain Toughness +1.
Whitton Greene, Restricted Collection Bookhunter	SOK	Sok002			Seekers of Knowledge	Deluxe 03	,11-002	LCG	*	Miskatonic University	Character	Faculty. Investigator. Relic Hunter.	3			1	2	3	Toughness +1. Response: After you succeed at a story at which Whitton Greene is committed, search your deck for a Tome support card and add it to your hand. Then, shuffle your deck. 
Richard Pike, Here to Help	SOK	Sok003-E	E		Seekers of Knowledge	Deluxe 03	,11-003	LCG	*	Miskatonic University	Character	 Student.	2			2		2	Forced Response: After Richard Pike is made insane, all other [Miskatonic] characters gain Willpower and Toughness +1 until the end of the phase.
Roald Ellsworth, Intrepid Explorer	SOK	Sok004			Seekers of Knowledge	Deluxe 03	,11-004	LCG	*	Miskatonic University	Character	Explorer. Faculty.	3			1	1	2	Loyal. Explorer characters gain Willpower. Disrupt: When an Explorer character you control would leave play, draw 2 cards or put 1 card from your discard pile into your hand.
Brette Wulffsen, Nothing but Trouble	SOK	Sok005			Seekers of Knowledge	Deluxe 03	,11-005	LCG	*	Miskatonic University	Character	Explorer. Student.	3		1		1	2	Loyal. Explorer characters gain Toughness +1. Resolve story struggles in the order of your choice for the story card at which an Explorer character you control is committed.
Doctor Bancroft, Military Historian	SOK	Sok006			Seekers of Knowledge	Deluxe 03	,11-006	LCG	*	Miskatonic University	Character	 Faculty.	3		2	1		3	Toughness +3. Cannot have Attachment cards attached. Response: After Doctor Bancroft is wounded, pay 1 to choose a character. Place X wound tokens on that character. X is equal to the number of wound tokens on Doctor Bancroft.
Matthew Alexander, Dark Companion	SOK	Sok007-R		R	Seekers of Knowledge	Deluxe 03	,11-007	LCG	*	Miskatonic University	Character	Explorer. Scientist.	3		1	1	1	2	Loyal. Explorer characters get +1 skill. Response: After a character enters or leaves play from a card effect and you control a [Miskatonic] card, put Matthew Alexander into play from your hand.
James "Cookie" Fredericks, Controversial Explorer	SOK	Sok008			Seekers of Knowledge	Deluxe 03	,11-008	LCG	*	Miskatonic University	Character	Explorer. Investigator.	3		1		1	2	Loyal. Explorer characters gain Fast. Response: After an Explorer character you control enters play and any opponent has more cards in hand than you, draw 3 cards. Then, choose and discard 2 cards from your hand.
Lucas Tetlow, Eternal Curator	SOK	Sok009			Seekers of Knowledge	Deluxe 03	,11-009	LCG	*	Miskatonic University	Character	 Faculty.	2		1	1		2	Invulnerability. Disrupt: When a player would play a non-Location support card, discard one of your success tokens from a story to instead put that card into play under your control, as if you had just played it from hand.
Maurice Diggs, Eldritch Theorist	SOK	Sok010			Seekers of Knowledge	Deluxe 03	,11-010	LCG	*	Miskatonic University	Character	Student. Sorcerer.	2			1	1	1	Disrupt: When you would lose a struggle, ready Maurice Diggs to choose 1 success token at any story on any player's side and move it to another story on the same side.
Eschatologist	SOK	Sok011			Seekers of Knowledge	Deluxe 03	,11-011	LCG		Miskatonic University	Character	 Independent.	2			1	1	1	Disrupt: Exhaust Eschatologist and discard a Prophecy card from your hand to cancel a card effect just triggered.
Catacombs Docent	SOK	Sok012			Seekers of Knowledge	Deluxe 03	,11-012	LCG		Miskatonic University	Character	Faculty. Lunatic.	2			1	1	2	Response: After a character you control is made insane, drive Catacombs Docent insane to add 1 success token to a story with less than 4 success tokens on your side.
